Ticker,Prix,High52W,Low52W,Median52W,ZoneHigh,ZoneLow,PctRange,DistMedian_%,MM30_Daily,Dist_MM30_%,MM30DailySlope_%,Vol14j_%,ATR14j_$,MM30W_3W_Haussier,Phase2_Daily,Breakout,In_Zone,Strat1_Zone,Strat2_Pullback,Strat3_Precoce,Setup,Prix_Alert_Pullback_m3,Prix_Alert_Pullback_p3,PRU_$,Qte_Total,Qte_par_Tier,T1_Prix_$,T1_Gain_$,T2_Prix_$,T2_Gain_$,Signal_Secu_$,SL_Secu_$,T3_Trailing_$,SL_Initial_$,Perte_Max_$,Gain_Secu_$,RR_Ratio
RS,380.46,432.62,256.46,344.54,387.61,301.47,70.4,10.4,404.86,-6.0,2.83,8.31,12.99,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,392.71,417.0,,,,,,,,,,,,,,
RSG,222.6,234.36,195.84,215.1,241.99,188.21,69.5,3.5,216.1,3.0,-0.02,3.27,4.09,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,209.61,222.58,,,,,,,,,,,,,,
RTO,23.89,34.35,23.04,28.7,32.28,25.11,7.4,-16.8,26.05,-8.3,-6.63,3.47,0.38,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,25.27,26.83,,,,,,,,,,,,,,
RTX,208.94,226.41,148.41,187.41,210.83,163.98,77.6,11.5,212.13,-1.5,3.92,5.72,4.45,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,205.76,218.49,,,,,,,,,,,,,,
RUM,9.54,10.54,4.62,7.58,8.53,6.63,83.1,25.9,6.72,41.9,10.26,18.75,0.59,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,6.52,6.92,9.54,78.6164,26.2055,14.31,125.0,19.56,262.5,11.45,10.3,8.97,8.97,45.0,387.5,8.61
RUN,8.98,22.44,8.61,15.53,17.47,13.58,2.6,-42.2,10.33,-13.1,-9.08,18.68,0.65,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,10.02,10.64,,,,,,,,,,,,,,
RVMD,211.24,220.34,35.62,127.98,143.98,111.98,95.1,65.1,195.56,8.0,3.58,6.62,6.96,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,189.69,201.42,,,,,,,,,,,,,,
RVTY,122.71,124.97,81.14,103.05,115.93,90.17,94.8,19.1,114.33,7.3,2.08,7.87,3.56,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,110.9,117.76,,,,,,,,,,,,,,
RXL,63.0,64.6,38.91,51.76,58.23,45.29,93.8,21.7,56.93,10.7,3.41,9.62,1.7,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,55.22,58.63,,,,,,,,,,,,,,
RXRX,3.25,7.18,2.77,4.97,5.6,4.35,10.9,-34.7,3.16,2.8,-4.11,18.72,0.19,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,3.07,3.26,,,,,,,,,,,,,,
RYAAY,56.7,73.75,53.14,63.45,71.38,55.52,17.3,-10.6,59.19,-4.2,-4.23,5.77,1.16,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,57.42,60.97,,,,,,,,,,,,,,
RYN,21.25,24.58,19.25,21.92,24.66,19.18,37.4,-3.1,21.59,-1.6,-0.01,6.14,0.51,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,20.94,22.23,,,,,,,,,,,,,,
SAH,75.98,113.67,53.51,83.59,94.04,73.14,37.3,-9.1,90.0,-15.6,-3.17,6.76,3.16,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,87.3,92.7,,,,,,,,,,,,,,
SAIA,349.77,494.71,249.32,372.01,418.52,325.51,40.9,-6.0,387.65,-9.8,-4.39,9.74,13.94,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,376.02,399.28,,,,,,,,,,,,,,
SAIC,127.02,129.7,80.5,105.1,118.24,91.96,94.6,20.9,120.93,5.0,4.22,5.63,3.58,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,117.3,124.56,,,,,,,,,,,,,,
SAIL,18.2,24.0,10.3,17.15,19.29,15.01,57.7,6.2,17.12,6.3,8.67,13.18,0.88,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,16.61,17.64,18.2,41.2088,13.7363,27.3,125.0,37.31,262.5,21.84,19.66,17.11,17.11,45.0,387.5,8.61
SAM,187.55,264.46,158.68,211.57,238.02,185.12,27.3,-11.4,181.93,3.1,1.12,8.02,6.77,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,176.47,187.38,,,,,,,,,,,,,,
SAN,14.73,15.0,9.2,12.1,13.61,10.59,95.4,21.8,14.16,4.0,1.66,4.34,0.27,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,13.74,14.59,,,,,,,,,,,,,,
SANM,186.77,288.68,110.44,199.56,224.5,174.61,42.8,-6.4,200.09,-6.7,-3.39,12.09,10.28,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,194.09,206.09,,,,,,,,,,,,,,
SAP,218.78,276.56,144.97,210.77,237.11,184.42,56.1,3.8,187.2,16.9,10.46,5.48,5.46,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,181.59,192.82,,,,,,,,,,,,,,
SARO,24.6,34.48,23.83,29.15,32.8,25.51,7.3,-15.6,27.96,-12.0,-2.9,7.0,1.07,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,27.12,28.8,,,,,,,,,,,,,,
SBAC,184.89,221.58,160.33,190.96,214.82,167.09,40.1,-3.2,180.58,2.4,0.14,6.91,4.95,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,175.16,186.0,,,,,,,,,,,,,,
SBS,4.66,7.16,4.22,5.69,6.4,4.98,14.7,-18.2,5.28,-11.9,-6.67,10.05,0.17,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,5.12,5.44,,,,,,,,,,,,,,
SBSW,12.41,20.69,6.9,13.79,15.52,12.07,40.0,-10.0,9.7,28.0,10.08,14.37,0.5,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,9.41,9.99,,,,,,,,,,,,,,
SBUX,107.04,109.88,76.05,92.96,104.58,81.34,91.6,15.1,105.04,1.9,0.94,4.93,2.58,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,101.89,108.19,107.04,7.0067,2.3356,160.56,125.0,219.43,262.5,128.45,115.6,100.62,100.62,45.0,387.5,8.61
SCHW,113.49,114.53,83.72,99.12,111.51,86.73,96.6,14.5,106.09,7.0,3.97,3.7,1.92,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,102.91,109.27,,,,,,,,,,,,,,
SE,115.79,199.3,77.05,138.18,155.45,120.9,31.7,-16.2,112.25,3.2,5.33,17.41,4.96,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,108.88,115.61,,,,,,,,,,,,,,
SEDG,30.17,81.25,28.21,54.73,61.57,47.89,3.7,-44.9,39.83,-24.3,-16.23,33.02,2.93,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,38.64,41.03,,,,,,,,,,,,,,
SERV,4.64,18.64,4.32,11.48,12.91,10.04,2.3,-59.5,5.07,-8.3,-8.24,16.58,0.42,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,4.92,5.22,,,,,,,,,,,,,,
SEZL,118.33,195.71,49.5,122.61,137.93,107.28,47.1,-3.5,149.85,-21.0,-10.29,36.36,12.07,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,145.36,154.35,,,,,,,,,,,,,,
SF,80.73,88.98,67.81,78.4,88.19,68.6,61.0,3.0,81.83,-1.3,4.26,4.82,1.72,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,79.38,84.29,,,,,,,,,,,,,,
SFD,22.35,29.03,20.08,24.55,27.62,21.48,25.4,-9.0,24.53,-8.9,-2.35,6.56,0.58,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,23.79,25.26,,,,,,,,,,,,,,
SFM,84.73,149.66,64.75,107.21,120.61,93.8,23.5,-21.0,80.48,5.3,-0.67,8.96,3.1,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,78.07,82.9,,,,,,,,,,,,,,
SGI,64.15,97.86,60.08,78.97,88.84,69.1,10.8,-18.8,67.86,-5.5,-5.04,9.26,2.19,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,65.83,69.9,,,,,,,,,,,,,,
SGRY,14.12,23.79,11.41,17.6,19.8,15.4,21.9,-19.8,15.31,-7.8,-4.51,12.39,0.87,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,14.85,15.77,,,,,,,,,,,,,,
SHAK,75.49,107.49,51.6,79.54,89.49,69.6,42.7,-5.1,66.28,13.9,9.48,15.1,2.95,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,64.29,68.26,,,,,,,,,,,,,,
SHEL,93.11,94.7,66.79,80.75,90.84,70.65,94.3,15.3,88.63,5.1,4.85,4.51,1.46,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,85.97,91.29,,,,,,,,,,,,,,
SHLS,6.86,13.18,5.43,9.31,10.47,8.14,18.5,-26.3,8.95,-23.4,-7.03,14.51,0.53,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,8.68,9.22,,,,,,,,,,,,,,
SHO,11.27,11.98,8.46,10.22,11.5,8.94,80.0,10.3,11.41,-1.1,-0.73,5.76,0.3,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,11.06,11.75,,,,,,,,,,,,,,
SHOO,45.78,49.7,26.59,38.14,42.91,33.38,83.0,20.0,45.75,0.1,4.51,4.69,1.12,OUI,OUI,OUI,NON,NON,OUI,OUI,🟢 STRAT2: Pullback MM30,44.38,47.12,45.78,16.3827,5.4609,68.67,125.0,93.85,262.5,54.94,49.44,43.03,43.03,45.0,387.5,8.61
SHOP,149.29,182.19,94.0,138.1,155.36,120.83,62.7,8.1,135.25,10.4,8.05,18.98,7.2,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,131.19,139.31,149.29,5.0238,1.6746,223.94,125.0,306.04,262.5,179.15,161.23,140.33,140.33,45.0,387.5,8.61
SHW,346.36,376.08,289.19,332.64,374.22,291.06,65.8,4.1,344.15,0.6,1.29,5.99,7.98,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,333.82,354.47,,,,,,,,,,,,,,
SIGI,92.58,99.94,72.01,85.98,96.72,75.23,73.6,7.7,94.37,-1.9,-1.68,3.71,1.75,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,91.54,97.2,,,,,,,,,,,,,,
SIRI,28.43,32.37,19.15,25.76,28.98,22.54,70.2,10.4,29.66,-4.1,-1.62,5.69,0.71,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,28.77,30.55,,,,,,,,,,,,,,
SITC,3.08,5.56,2.89,4.23,4.76,3.7,7.1,-27.1,3.2,-3.8,-2.57,8.51,0.1,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,3.11,3.3,,,,,,,,,,,,,,
SITE,95.78,168.56,90.07,129.31,145.48,113.15,7.3,-25.9,99.63,-3.9,-4.2,9.95,3.57,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,96.64,102.62,,,,,,,,,,,,,,
SITM,584.96,901.81,221.52,561.67,631.88,491.46,53.4,4.1,604.51,-3.2,0.74,33.94,55.85,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,586.37,622.64,,,,,,,,,,,,,,
SJM,125.47,126.46,86.47,106.47,119.78,93.16,97.5,17.8,117.8,6.5,2.54,5.94,2.82,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,114.27,121.33,,,,,,,,,,,,,,
SKM,40.04,47.18,19.66,33.42,37.6,29.24,74.1,19.8,34.6,15.7,6.02,12.11,1.48,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,33.56,35.64,40.04,18.7313,6.2438,60.06,125.0,82.08,262.5,48.05,43.24,37.64,37.64,45.0,387.5,8.61
SKY,90.69,99.17,63.69,81.43,91.61,71.25,76.1,11.4,86.92,4.3,3.6,12.86,3.54,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,84.31,89.52,,,,,,,,,,,,,,
SLAB,217.86,220.9,115.51,168.2,189.23,147.18,97.1,29.5,217.98,-0.1,0.03,0.87,1.04,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,211.44,224.52,,,,,,,,,,,,,,
SLB,53.86,58.51,31.05,44.78,50.38,39.18,83.1,20.3,50.59,6.5,4.76,8.16,1.41,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,49.07,52.11,53.86,13.925,4.6417,80.79,125.0,110.41,262.5,64.63,58.17,50.63,50.63,45.0,387.5,8.61
SLGN,42.39,49.03,35.59,42.31,47.6,37.02,50.6,0.2,43.31,-2.1,-2.85,6.57,1.09,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,42.01,44.61,,,,,,,,,,,,,,
SLM,26.35,31.48,17.55,24.51,27.58,21.45,63.2,7.5,26.3,0.2,2.32,6.14,0.66,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,25.51,27.09,,,,,,,,,,,,,,
SLVM,36.98,55.55,35.12,45.33,51.0,39.67,9.1,-18.4,38.12,-3.0,-0.46,11.93,1.46,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,36.97,39.26,,,,,,,,,,,,,,
SM,36.42,38.25,17.13,27.69,31.15,24.23,91.3,31.5,32.37,12.5,8.4,14.61,1.61,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,31.4,33.34,,,,,,,,,,,,,,
SMCI,35.48,58.78,19.48,39.13,44.02,34.24,40.7,-9.3,31.23,13.6,10.83,22.87,2.54,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,30.3,32.17,35.48,21.1387,7.0462,53.22,125.0,72.73,262.5,42.58,38.32,33.35,33.35,45.0,387.5,8.61
SMFG,24.97,26.67,15.18,20.93,23.54,18.31,85.2,19.3,25.61,-2.5,0.76,7.59,0.53,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,24.84,26.38,,,,,,,,,,,,,,
SMG,60.4,74.53,49.95,62.24,70.02,54.46,42.5,-3.0,64.82,-6.8,-2.79,7.76,2.19,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,62.87,66.76,,,,,,,,,,,,,,
SMPL,10.99,30.36,9.88,20.12,22.63,17.6,5.4,-45.4,10.99,-0.0,-6.07,8.77,0.37,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,10.66,11.32,,,,,,,,,,,,,,
SMR,9.12,57.42,7.21,32.31,36.35,28.28,3.8,-71.8,8.86,3.0,-0.19,17.38,0.64,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,8.59,9.12,,,,,,,,,,,,,,
SMTC,122.75,177.35,49.04,113.2,127.34,99.05,57.5,8.4,128.99,-4.8,-1.74,25.5,11.38,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,125.12,132.86,,,,,,,,,,,,,,
SN,182.76,191.22,83.12,137.17,154.32,120.02,92.2,33.2,168.31,8.6,7.2,9.52,6.64,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,163.26,173.36,,,,,,,,,,,,,,
SNA,392.81,420.41,310.78,365.6,411.3,319.9,74.8,7.4,404.38,-2.9,-0.3,2.35,6.38,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,392.25,416.51,,,,,,,,,,,,,,
SNAP,5.45,9.28,3.81,6.54,7.36,5.73,29.9,-16.8,4.98,9.4,4.42,13.16,0.26,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,4.83,5.13,,,,,,,,,,,,,,
SNDK,1499.11,2354.39,45.63,1200.01,1350.01,1050.01,63.0,24.9,1429.57,4.9,-6.9,25.09,134.38,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,1386.68,1472.45,,,,,,,,,,,,,,
SNDR,34.76,39.24,19.9,29.57,33.27,25.88,76.8,17.5,36.23,-4.1,-0.7,7.18,1.06,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,35.15,37.32,,,,,,,,,,,,,,
SNEX,67.29,94.66,36.45,65.55,73.75,57.36,53.0,2.6,71.18,-5.5,-5.48,15.42,3.31,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,69.04,73.31,,,,,,,,,,,,,,
SNN,29.58,37.9,28.56,33.23,37.38,29.07,10.9,-11.0,30.44,-2.8,-0.48,4.76,0.56,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,29.53,31.35,,,,,,,,,,,,,,
SNOW,325.73,341.95,118.3,230.13,258.89,201.36,92.7,41.5,302.29,7.8,8.13,7.07,11.79,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,293.22,311.36,,,,,,,,,,,,,,
SNPS,394.86,615.79,366.0,490.89,552.26,429.53,11.6,-19.6,398.29,-0.9,-2.89,5.2,10.59,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,386.34,410.24,,,,,,,,,,,,,,
SNX,244.6,295.89,141.15,218.52,245.84,191.21,66.9,11.9,251.91,-2.9,0.43,5.63,7.05,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,244.35,259.47,,,,,,,,,,,,,,
SOFI,18.32,32.73,14.88,23.8,26.78,20.83,19.3,-23.0,17.64,3.9,-0.05,10.28,0.73,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,17.11,18.17,,,,,,,,,,,,,,
SOLV,90.22,90.74,62.38,76.56,86.13,66.99,98.2,17.8,84.18,7.2,4.27,7.51,2.87,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,81.65,86.71,,,,,,,,,,,,,,
SON,57.32,60.11,37.05,48.58,54.65,42.51,87.9,18.0,56.87,0.8,1.56,6.21,1.37,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,55.16,58.57,57.32,13.0844,4.3615,85.98,125.0,117.51,262.5,68.78,61.91,53.88,53.88,45.0,387.5,8.61
SONO,15.53,19.82,12.44,16.13,18.15,14.11,41.9,-3.7,15.49,0.3,4.35,11.67,0.66,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,15.02,15.95,15.53,48.2936,16.0979,23.3,125.0,31.84,262.5,18.64,16.77,14.6,14.6,45.0,387.5,8.61
SONY,24.24,30.34,19.32,24.83,27.93,21.73,44.6,-2.4,22.61,7.2,4.59,5.61,0.48,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,21.93,23.29,24.24,30.9406,10.3135,36.36,125.0,49.69,262.5,29.09,26.18,22.79,22.79,45.0,387.5,8.61
SOUN,7.05,22.17,5.65,13.91,15.65,12.17,8.5,-49.3,6.73,4.8,3.03,20.83,0.49,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,6.53,6.93,,,,,,,,,,,,,,
SPG,220.24,238.5,166.18,202.34,227.63,177.05,74.8,8.8,225.02,-2.1,-0.36,3.32,3.68,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,218.27,231.77,,,,,,,,,,,,,,
SPGI,433.17,524.87,359.36,442.11,497.38,386.85,44.6,-2.0,424.42,2.1,-0.29,5.18,9.45,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,411.69,437.16,,,,,,,,,,,,,,
SPHR,157.14,181.63,40.74,111.18,125.08,97.28,82.6,41.3,151.8,3.5,1.49,12.93,7.64,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,147.25,156.36,157.14,4.7728,1.5909,235.71,125.0,322.14,262.5,188.57,169.71,147.71,147.71,45.0,387.5,8.61
SPOT,535.52,745.0,405.0,575.0,646.88,503.12,38.4,-6.9,498.43,7.4,2.46,10.14,22.01,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,483.47,513.38,535.52,1.4005,0.4668,803.28,125.0,1097.82,262.5,642.62,578.36,503.39,503.39,45.0,387.5,8.61
SPSC,82.07,117.37,49.04,83.21,93.61,72.8,48.3,-1.4,71.3,15.1,9.74,8.69,2.9,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,69.16,73.44,,,,,,,,,,,,,,
SPT,10.35,16.03,4.92,10.48,11.78,9.17,48.9,-1.2,9.0,14.9,7.2,28.72,0.61,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,8.73,9.27,10.35,72.4638,24.1546,15.52,125.0,21.22,262.5,12.42,11.18,9.73,9.73,45.0,387.5,8.61
SPXC,201.34,251.08,179.62,215.35,242.27,188.43,30.4,-6.5,212.83,-5.4,-2.2,6.65,7.38,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,206.45,219.22,,,,,,,,,,,,,,
SR,82.36,94.33,71.02,82.68,93.01,72.34,48.6,-0.4,81.72,0.8,1.17,4.76,1.85,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,79.27,84.17,,,,,,,,,,,,,,
SRAD,13.18,32.22,11.55,21.89,24.62,19.15,7.9,-39.8,13.8,-4.5,-5.34,10.32,0.53,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,13.38,14.21,,,,,,,,,,,,,,
SRE,84.19,100.32,76.75,88.54,99.6,77.47,31.6,-4.9,88.34,-4.7,-2.92,7.12,1.96,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,85.69,90.99,,,,,,,,,,,,,,
SRG,2.11,4.56,2.05,3.3,3.72,2.89,2.6,-36.1,2.37,-11.1,-5.58,8.35,0.08,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,2.3,2.45,,,,,,,,,,,,,,
SRPT,18.25,25.32,14.68,20.0,22.5,17.5,33.6,-8.7,17.07,7.0,-0.9,14.06,0.95,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,16.55,17.58,,,,,,,,,,,,,,
SSB,107.15,112.2,82.98,97.59,109.79,85.39,82.7,9.8,106.08,1.0,3.18,4.0,1.82,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,102.9,109.26,107.15,6.9995,2.3332,160.73,125.0,219.66,262.5,128.58,115.72,100.72,100.72,45.0,387.5,8.61
SSNC,83.6,89.82,61.4,75.61,85.06,66.16,78.1,10.6,76.65,9.1,7.58,5.11,1.78,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,74.35,78.95,,,,,,,,,,,,,,
SSTK,5.32,27.65,5.17,16.41,18.46,14.36,0.7,-67.6,6.12,-13.0,-19.76,14.1,0.38,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,5.93,6.3,,,,,,,,,,,,,,
ST,41.76,53.75,27.92,40.83,45.94,35.73,53.6,2.3,45.41,-8.0,-0.87,8.07,1.44,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,44.05,46.77,,,,,,,,,,,,,,
STAA,23.35,35.87,15.59,25.73,28.95,22.51,38.3,-9.2,24.61,-5.1,-4.49,14.36,1.36,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,23.88,25.35,,,,,,,,,,,,,,
STAG,36.8,42.61,33.25,37.93,42.67,33.19,37.9,-3.0,38.6,-4.7,-1.79,3.06,0.56,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,37.44,39.76,,,,,,,,,,,,,,
STE,237.35,267.96,194.56,231.26,260.17,202.35,58.3,2.6,227.48,4.3,3.22,4.26,6.05,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,220.66,234.31,,,,,,,,,,,,,,
STEP,49.2,75.89,38.85,57.37,64.54,50.2,27.9,-14.2,46.23,6.4,5.51,16.1,2.55,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,44.84,47.62,,,,,,,,,,,,,,
STLA,5.22,12.22,5.05,8.64,9.71,7.56,2.4,-39.5,5.6,-6.7,-1.84,11.73,0.21,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,5.43,5.77,,,,,,,,,,,,,,
STLD,228.43,288.09,124.74,206.41,232.21,180.61,63.5,10.7,247.87,-7.8,2.52,11.2,10.29,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,240.43,255.31,,,,,,,,,,,,,,
STM,49.59,81.33,20.95,51.14,57.53,44.75,47.4,-3.0,55.57,-10.8,-9.81,10.98,2.09,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,53.9,57.23,,,,,,,,,,,,,,
STN,74.08,114.0,66.26,90.13,101.39,78.86,16.4,-17.8,71.66,3.4,2.41,2.81,1.97,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,69.51,73.81,,,,,,,,,,,,,,
STNE,9.58,16.48,9.08,12.78,14.38,11.18,6.8,-25.0,10.59,-9.5,-4.12,11.37,0.42,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,10.27,10.91,,,,,,,,,,,,,,
STRL,492.9,1005.68,266.13,635.9,715.39,556.42,30.7,-22.5,588.35,-16.2,-9.24,13.56,31.28,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,570.7,606.0,,,,,,,,,,,,,,
STVN,22.66,27.9,12.84,20.37,22.92,17.83,65.2,11.2,20.44,10.9,4.53,4.94,0.67,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,19.83,21.05,22.66,33.098,11.0327,33.99,125.0,46.45,262.5,27.19,24.47,21.3,21.3,45.0,387.5,8.61
STWD,16.33,18.72,15.51,17.11,19.25,14.98,25.4,-4.6,16.44,-0.7,-0.22,4.89,0.34,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,15.95,16.94,,,,,,,,,,,,,,
STX,802.6,1144.18,152.96,648.57,729.64,567.5,65.5,23.7,848.4,-5.4,-0.23,18.72,65.85,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,822.94,873.85,,,,,,,,,,,,,,
STZ,137.44,166.17,123.82,145.0,163.12,126.87,32.2,-5.2,132.36,3.8,0.24,8.23,3.51,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,128.39,136.33,,,,,,,,,,,,,,
SU,67.26,69.83,37.23,53.53,60.22,46.84,92.1,25.6,64.56,4.2,5.34,7.3,1.76,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,62.62,66.49,,,,,,,,,,,,,,
SUN,75.93,78.0,45.1,61.55,69.24,53.86,93.7,23.4,74.1,2.5,3.64,6.78,1.98,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,71.88,76.32,75.93,9.8775,3.2925,113.9,125.0,155.66,262.5,91.12,82.0,71.37,71.37,45.0,387.5,8.61
SUPV,8.46,13.55,4.54,9.05,10.18,7.91,43.5,-6.5,9.0,-6.0,-5.54,10.87,0.46,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,8.73,9.27,,,,,,,,,,,,,,
SUZ,9.06,11.53,7.55,9.54,10.74,8.35,37.8,-5.1,8.28,9.4,1.31,9.23,0.26,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,8.03,8.53,,,,,,,,,,,,,,
SW,48.91,51.52,31.79,41.65,46.86,36.45,86.8,17.4,46.89,4.3,3.2,8.59,1.41,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,45.48,48.29,,,,,,,,,,,,,,
